timestamp,voltage_V,temperature_K
2025-01-01T12:14:55,4.470,360.55
2025-01-01T12:15:05,4.510,361.71
2025-01-01T12:15:10,4.000,347.00
2025-01-01T12:15:15,4.000,347.00
2025-01-01T12:15:20,4.629,365.14
2025-01-01T12:15:25,4.679,366.58
2025-01-01T12:15:30,4.742,368.40
2025-01-01T12:15:35,4.888,372.61
2025-01-01T12:15:40,5.000,375.84
2025-01-01T12:15:45,5.126,379.48
2025-01-01T12:15:50,5.000,375.84
2025-01-01T12:15:55,5.187,381.24
2025-01-01T12:16:00,5.382,386.86
2025-01-01T12:16:05,5.000,375.84
2025-01-01T12:16:15,5.000,375.84
2025-01-01T12:16:20,2.792,312.15
2025-01-01T12:16:25,5.657,394.79
2025-01-01T12:16:30,5.506,390.44
2025-01-01T12:16:40,5.000,375.84
2025-01-01T12:16:45,5.574,392.40
2025-01-01T12:16:50,5.396,387.27
2025-01-01T12:16:55,5.442,388.59
2025-01-01T12:17:00,5.280,383.92
2025-01-01T12:17:05,5.000,375.84
2025-01-01T12:17:10,5.000,375.84
2025-01-01T12:17:15,5.000,375.84
2025-01-01T12:17:20,5.000,375.84
2025-01-01T12:17:25,4.819,370.62
2025-01-01T12:17:40,4.000,347.00
2025-01-01T12:17:50,4.492,361.19
2025-01-01T12:17:55,4.000,347.00
2025-01-01T12:18:00,4.000,347.00
2025-01-01T12:18:05,4.000,347.00
2025-01-01T12:18:10,4.346,356.98
2025-01-01T12:18:15,4.497,361.33
2025-01-01T12:18:20,4.000,347.00
2025-01-01T12:18:25,4.000,347.00
2025-01-01T12:18:30,4.569,363.41
2025-01-01T12:18:35,4.568,363.38
2025-01-01T12:18:40,4.552,362.92
2025-01-01T12:18:45,4.755,368.77
2025-01-01T12:18:50,4.000,347.00
2025-01-01T12:18:55,4.938,374.05
2025-01-01T12:19:00,5.005,375.99
2025-01-01T12:19:05,5.000,375.84
2025-01-01T12:19:15,2.000,289.30
2025-01-01T12:19:20,5.000,375.84
2025-01-01T12:19:30,5.432,388.30
2025-01-01T12:19:35,5.000,375.84
2025-01-01T12:19:40,5.000,375.84
2025-01-01T12:19:45,5.580,392.57
2025-01-01T12:19:50,5.000,375.84
2025-01-01T12:19:55,5.507,390.47
2025-01-01T12:20:00,5.501,390.29
2025-01-01T12:20:05,5.000,375.84
2025-01-01T12:20:10,5.000,375.84
2025-01-01T12:20:15,5.519,390.81
2025-01-01T12:20:20,8.654,481.25
2025-01-01T12:20:25,5.228,382.42
2025-01-01T12:20:30,5.000,375.84
2025-01-01T12:20:35,5.000,375.84
2025-01-01T12:20:40,5.000,375.84
2025-01-01T12:20:45,4.839,371.20
2025-01-01T12:20:50,4.765,369.06
2025-01-01T12:21:05,4.000,347.00
2025-01-01T12:21:10,4.000,347.00
2025-01-01T12:21:15,4.000,347.00
2025-01-01T12:21:20,4.000,347.00
2025-01-01T12:21:30,4.000,347.00
2025-01-01T12:21:35,4.000,347.00
2025-01-01T12:21:40,4.000,347.00
2025-01-01T12:21:45,4.000,347.00
2025-01-01T12:21:50,4.602,364.36
2025-01-01T12:22:00,2.000,289.30
2025-01-01T12:22:05,4.810,370.36
2025-01-01T12:22:10,4.734,368.17
2025-01-01T12:22:15,4.000,347.00
2025-01-01T12:22:20,4.920,373.53
2025-01-01T12:22:25,5.000,375.84
2025-01-01T12:22:30,5.211,381.93
2025-01-01T12:22:40,5.000,375.84
2025-01-01T12:22:50,5.469,389.37
2025-01-01T12:22:55,5.459,389.08
2025-01-01T12:23:00,5.610,393.44
2025-01-01T12:23:05,5.504,390.38
2025-01-01T12:23:10,5.000,375.84
2025-01-01T12:23:15,5.592,392.92
2025-01-01T12:23:20,5.542,391.48
2025-01-01T12:23:25,5.525,390.99
2025-01-01T12:23:30,5.000,375.84
2025-01-01T12:23:35,5.345,385.79
2025-01-01T12:23:40,5.000,375.84
2025-01-01T12:23:45,5.266,383.52
2025-01-01T12:23:50,5.130,379.59
2025-01-01T12:23:55,5.000,375.84
