timestamp,voltage_V,temperature_K
2025-01-01T12:11:50,4.000,347.00
2025-01-01T12:11:55,4.000,347.00
2025-01-01T12:12:00,4.000,347.00
2025-01-01T12:12:05,4.000,347.00
2025-01-01T12:12:10,4.460,360.27
2025-01-01T12:12:15,4.000,347.00
2025-01-01T12:12:20,4.000,347.00
2025-01-01T12:12:25,4.000,347.00
2025-01-01T12:12:30,4.000,347.00
2025-01-01T12:12:35,4.640,365.46
2025-01-01T12:12:40,4.000,347.00
2025-01-01T12:12:45,4.757,368.83
2025-01-01T12:12:50,4.864,371.92
2025-01-01T12:12:55,4.956,374.57
2025-01-01T12:13:05,5.000,375.84
2025-01-01T12:13:10,5.000,375.84
2025-01-01T12:13:15,5.330,385.36
2025-01-01T12:13:20,5.000,375.84
2025-01-01T12:13:25,5.397,387.29
2025-01-01T12:13:30,5.575,392.43
2025-01-01T12:13:35,5.000,375.84
2025-01-01T12:13:40,5.663,394.97
2025-01-01T12:13:45,5.000,375.84
2025-01-01T12:13:55,5.592,392.92
2025-01-01T12:14:00,5.000,375.84
2025-01-01T12:14:10,5.486,389.86
2025-01-01T12:14:15,5.000,375.84
2025-01-01T12:14:20,5.000,375.84
2025-01-01T12:14:25,5.242,382.82
2025-01-01T12:14:30,5.282,383.98
2025-01-01T12:14:35,5.074,377.98
2025-01-01T12:14:40,5.000,375.84
2025-01-01T12:14:45,4.000,347.00
2025-01-01T12:14:55,4.731,368.08
2025-01-01T12:15:00,4.598,364.25
2025-01-01T12:15:10,4.451,360.01
2025-01-01T12:15:15,4.449,359.95
2025-01-01T12:15:20,4.000,347.00
2025-01-01T12:15:25,4.500,361.42
2025-01-01T12:15:30,4.000,347.00
2025-01-01T12:15:35,4.000,347.00
2025-01-01T12:15:45,4.000,347.00
2025-01-01T12:15:50,4.000,347.00
2025-01-01T12:15:55,4.614,364.71
2025-01-01T12:16:00,4.659,366.01
2025-01-01T12:16:05,4.000,347.00
2025-01-01T12:16:10,4.000,347.00
2025-01-01T12:16:15,4.813,370.45
2025-01-01T12:16:20,4.000,347.00
2025-01-01T12:16:25,5.048,377.23
2025-01-01T12:16:30,5.000,375.84
2025-01-01T12:16:35,5.357,386.14
2025-01-01T12:16:45,5.000,375.84
2025-01-01T12:16:50,5.000,375.84
2025-01-01T12:16:55,5.597,393.06
2025-01-01T12:17:00,5.000,375.84
2025-01-01T12:17:05,5.000,375.84
2025-01-01T12:17:10,5.510,390.55
2025-01-01T12:17:15,5.679,395.43
2025-01-01T12:17:20,5.000,375.84
2025-01-01T12:17:25,5.507,390.47
2025-01-01T12:17:30,5.398,387.32
2025-01-01T12:17:35,5.502,390.32
2025-01-01T12:17:40,5.284,384.03
2025-01-01T12:17:45,5.000,375.84
2025-01-01T12:17:50,5.132,379.65
2025-01-01T12:17:55,5.011,376.16
