timestamp,voltage_V,temperature_K
2025-01-01T12:11:45,4.433,359.49
2025-01-01T12:11:50,4.461,360.29
2025-01-01T12:11:55,4.326,356.40
2025-01-01T12:12:00,4.356,357.27
2025-01-01T12:12:05,4.554,362.98
2025-01-01T12:12:25,4.725,367.91
2025-01-01T12:12:30,8.884,487.88
2025-01-01T12:12:35,4.871,372.12
2025-01-01T12:12:40,5.026,376.59
2025-01-01T12:12:50,5.281,383.95
2025-01-01T12:12:55,5.229,382.45
2025-01-01T12:13:00,5.286,384.09
2025-01-01T12:13:05,5.519,390.81
2025-01-01T12:13:10,5.498,390.21
2025-01-01T12:13:15,5.570,392.28
2025-01-01T12:13:20,5.493,390.06
2025-01-01T12:13:25,5.538,391.36
2025-01-01T12:13:30,5.601,393.18
2025-01-01T12:13:35,5.685,395.60
2025-01-01T12:13:40,5.589,392.83
2025-01-01T12:13:45,5.580,392.57
2025-01-01T12:13:50,5.575,392.43
2025-01-01T12:13:55,5.375,386.66
2025-01-01T12:14:00,5.283,384.01
2025-01-01T12:14:10,5.100,378.73
2025-01-01T12:14:15,5.009,376.10
2025-01-01T12:14:30,4.786,369.67
2025-01-01T12:14:35,4.700,367.19
2025-01-01T12:14:40,4.718,367.71
2025-01-01T12:14:45,4.655,365.89
2025-01-01T12:15:00,4.400,358.53
2025-01-01T12:15:05,4.417,359.02
2025-01-01T12:15:15,4.469,360.52
2025-01-01T12:15:20,4.479,360.81
2025-01-01T12:15:25,4.521,362.02
2025-01-01T12:15:30,4.537,362.49
2025-01-01T12:15:35,4.560,363.15
2025-01-01T12:15:40,4.700,367.19
2025-01-01T12:15:50,4.910,373.25
2025-01-01T12:15:55,4.954,374.52
2025-01-01T12:16:00,5.000,375.84
2025-01-01T12:16:05,5.123,379.39
2025-01-01T12:16:10,5.136,379.77
2025-01-01T12:16:15,5.286,384.09
2025-01-01T12:16:20,5.431,388.27
2025-01-01T12:16:25,5.479,389.66
2025-01-01T12:16:30,5.446,388.71
2025-01-01T12:16:35,5.514,390.67
2025-01-01T12:16:40,5.610,393.44
2025-01-01T12:16:45,5.493,390.06
2025-01-01T12:16:55,5.686,395.63
2025-01-01T12:17:00,5.527,391.04
2025-01-01T12:17:05,5.465,389.26
2025-01-01T12:17:10,5.508,390.50
2025-01-01T12:17:15,5.413,387.76
2025-01-01T12:17:20,5.418,387.90
2025-01-01T12:17:25,5.332,385.42
2025-01-01T12:17:30,5.114,379.13
2025-01-01T12:17:35,5.029,376.68
2025-01-01T12:17:40,4.982,375.32
2025-01-01T12:17:45,3.231,324.81
2025-01-01T12:17:50,4.819,370.62
2025-01-01T12:17:55,4.811,370.39
2025-01-01T12:18:00,4.671,366.35
2025-01-01T12:18:05,4.523,362.08
2025-01-01T12:18:10,4.566,363.32
2025-01-01T12:18:15,4.533,362.37
2025-01-01T12:18:20,4.477,360.76
2025-01-01T12:18:25,8.855,487.04
2025-01-01T12:18:30,7.870,458.63
2025-01-01T12:18:35,4.370,357.67
2025-01-01T12:18:40,4.417,359.02
2025-01-01T12:18:45,4.551,362.89
2025-01-01T12:18:50,4.479,360.81
2025-01-01T12:18:55,4.487,361.04
2025-01-01T12:19:00,4.695,367.04
2025-01-01T12:19:05,8.898,488.28
2025-01-01T12:19:15,4.950,374.40
2025-01-01T12:19:20,4.958,374.63
2025-01-01T12:19:25,5.064,377.69
2025-01-01T12:19:30,5.263,383.43
2025-01-01T12:19:35,5.341,385.68
2025-01-01T12:19:40,5.287,384.12
2025-01-01T12:19:45,8.351,472.51
2025-01-01T12:19:50,5.531,391.16
2025-01-01T12:19:55,5.482,389.75
2025-01-01T12:20:05,5.590,392.86
2025-01-01T12:20:10,2.621,307.22
2025-01-01T12:20:15,5.536,391.30
2025-01-01T12:20:20,5.553,391.79
2025-01-01T12:20:25,5.620,393.73
2025-01-01T12:20:30,5.536,391.30
2025-01-01T12:20:35,5.485,389.83
2025-01-01T12:20:40,5.371,386.54
2025-01-01T12:20:45,5.366,386.40
2025-01-01T12:20:50,5.267,383.54
2025-01-01T12:20:55,5.161,380.49
