timestamp,voltage_V,temperature_K
2025-01-01T12:25:20,5.670,395.17
2025-01-01T12:25:25,5.568,392.23
2025-01-01T12:25:30,5.689,395.72
2025-01-01T12:25:35,5.650,394.59
2025-01-01T12:25:40,5.655,394.74
2025-01-01T12:25:45,5.607,393.35
2025-01-01T12:25:50,5.540,391.42
2025-01-01T12:26:00,5.320,385.07
2025-01-01T12:26:05,5.189,381.29
2025-01-01T12:26:10,5.250,383.05
2025-01-01T12:26:15,5.048,377.23
2025-01-01T12:26:25,8.448,475.30
2025-01-01T12:26:30,4.743,368.43
2025-01-01T12:26:35,4.823,370.74
2025-01-01T12:26:40,4.626,365.05
2025-01-01T12:27:00,4.486,361.02
2025-01-01T12:27:05,4.421,359.14
2025-01-01T12:27:10,4.439,359.66
2025-01-01T12:27:15,4.466,360.44
2025-01-01T12:27:20,4.361,357.41
2025-01-01T12:27:25,4.509,361.68
2025-01-01T12:27:30,4.584,363.84
2025-01-01T12:27:35,4.654,365.86
2025-01-01T12:27:40,4.578,363.67
2025-01-01T12:27:45,4.671,366.35
2025-01-01T12:27:55,4.956,374.57
2025-01-01T12:28:00,4.984,375.38
2025-01-01T12:28:05,5.152,380.23
2025-01-01T12:28:10,5.259,383.31
2025-01-01T12:28:15,5.257,383.26
2025-01-01T12:28:20,5.333,385.45
2025-01-01T12:28:25,5.424,388.07
2025-01-01T12:28:30,5.402,387.44
2025-01-01T12:28:35,5.563,392.08
2025-01-01T12:28:40,5.527,391.04
2025-01-01T12:28:45,5.632,394.07
2025-01-01T12:29:00,5.491,390.01
2025-01-01T12:29:05,5.605,393.29
2025-01-01T12:29:10,5.529,391.10
2025-01-01T12:29:15,5.520,390.84
2025-01-01T12:29:20,5.333,385.45
2025-01-01T12:29:25,5.302,384.55
2025-01-01T12:29:30,5.255,383.20
2025-01-01T12:29:35,5.132,379.65
2025-01-01T12:29:40,5.026,376.59
2025-01-01T12:29:45,4.827,370.85
2025-01-01T12:29:50,4.728,368.00
2025-01-01T12:29:55,4.800,370.07
2025-01-01T12:30:00,4.737,368.26
2025-01-01T12:30:05,4.664,366.15
2025-01-01T12:30:10,4.459,360.24
2025-01-01T12:30:15,4.455,360.12
2025-01-01T12:30:20,4.461,360.29
2025-01-01T12:30:25,4.438,359.63
2025-01-01T12:30:30,4.308,355.88
2025-01-01T12:30:35,4.460,360.27
2025-01-01T12:30:40,4.432,359.46
2025-01-01T12:30:45,4.544,362.69
2025-01-01T12:30:50,4.454,360.09
2025-01-01T12:30:55,4.628,365.11
2025-01-01T12:31:10,4.834,371.05
2025-01-01T12:31:15,4.953,374.49
2025-01-01T12:31:20,8.391,473.66
2025-01-01T12:31:25,5.122,379.36
2025-01-01T12:31:30,5.115,379.16
2025-01-01T12:31:40,5.376,386.69
2025-01-01T12:31:50,5.388,387.03
2025-01-01T12:31:55,5.506,390.44
2025-01-01T12:32:00,5.640,394.30
2025-01-01T12:32:05,5.684,395.57
2025-01-01T12:32:10,5.651,394.62
2025-01-01T12:32:15,5.624,393.84
2025-01-01T12:32:20,5.615,393.58
2025-01-01T12:32:25,5.606,393.32
2025-01-01T12:32:30,2.771,311.54
2025-01-01T12:32:35,8.194,467.98
2025-01-01T12:32:40,5.324,385.19
2025-01-01T12:32:45,5.251,383.08
2025-01-01T12:32:50,5.191,381.35
2025-01-01T12:32:55,5.140,379.88
