timestamp,voltage_V,humedad
2025-01-01T12:38:45,4.000,55.455
2025-01-01T12:38:50,4.764,66.799
2025-01-01T12:38:55,4.000,55.455
2025-01-01T12:39:00,4.593,64.260
2025-01-01T12:39:05,2.983,40.354
2025-01-01T12:39:10,4.000,55.455
2025-01-01T12:39:15,4.000,55.455
2025-01-01T12:39:20,3.000,40.606
2025-01-01T12:39:25,4.499,62.864
2025-01-01T12:39:35,4.000,55.455
2025-01-01T12:39:40,4.000,55.455
2025-01-01T12:39:45,4.000,55.455
2025-01-01T12:39:50,4.000,55.455
2025-01-01T12:39:55,4.000,55.455
2025-01-01T12:40:05,4.000,55.455
2025-01-01T12:40:10,4.000,55.455
2025-01-01T12:40:15,4.837,67.883
2025-01-01T12:40:20,4.000,55.455
2025-01-01T12:40:25,5.147,72.486
2025-01-01T12:40:30,5.170,72.827
2025-01-01T12:40:40,5.261,74.178
2025-01-01T12:40:45,5.452,77.015
2025-01-01T12:40:50,5.000,70.303
2025-01-01T12:40:55,5.000,70.303
2025-01-01T12:41:00,3.000,40.606
2025-01-01T12:41:05,5.000,70.303
2025-01-01T12:41:20,5.000,70.303
2025-01-01T12:41:25,8.000,114.848
2025-01-01T12:41:30,5.438,76.807
2025-01-01T12:41:40,5.417,76.495
2025-01-01T12:41:45,5.248,73.985
2025-01-01T12:41:50,5.161,72.694
2025-01-01T12:41:55,5.000,70.303
